AAPL,Log Returns,Volatility,Regime
0.2641788423061371,0.006688555834286203,,
0.2650602459907532,0.003330836739005087,,
0.2659405767917633,0.0033157447965473383,,
0.2677018642425537,0.006601026120912065,,
0.2650602459907532,-0.009916770917459258,,
0.2536123991012573,-0.04415002978597478,,
0.2430451363325119,-0.04255994140681105,,
0.2430451363325119,0.0,,
0.2412838488817215,-0.007273135693610859,,
0.24568673968315125,0.01808327190460882,,
0.2342388927936554,-0.04771580456844805,,
0.2280750572681427,-0.026666730633758722,,
0.2412838488817215,0.05629926329759788,,
0.2342388927936554,-0.029632532663839178,,
0.23776111006736755,0.014924926416456017,,
0.23952221870422363,0.007379753380412698,,
0.24040351808071136,0.0036726530775359183,,
0.23071680963039398,-0.04112781071706788,,
0.2342388927936554,0.015150477842663244,,
0.23952221870422363,0.02230467979686869,,
0.23952221870422363,0.0,,
0.2368805706501007,-0.01109009093907565,,
0.2412838488817215,0.018417943806046052,,
0.24656717479228973,0.021660434105219777,,
0.2448061853647232,-0.007167653396068547,,
0.2342388927936554,-0.044125313372990395,,
0.23247797787189484,-0.0075460022479937215,,
0.2412838488817215,0.037178534911832914,,
0.23952221870422363,-0.007327852866970487,,
0.2430451363325119,0.014600988560581316,0.025280418618515106,Medium
0.2412838488817215,-0.007273135693610859,0.025232825830811163,Medium
0.2412838488817215,0.0,0.025211228569059916,Medium
0.2385270744562149,-0.011491213004496383,0.02522556677363543,Medium
0.23676028847694397,-0.007434635360139301,0.025159412384935183,Medium
0.24029378592967987,0.014814094514997277,0.025366362836365418,Medium
0.23322689533233643,-0.029850503332983228,0.024697231510217108,Medium
0.23499347269535065,0.0075459585539893416,0.02358437503686903,Medium
0.24029378592967987,0.022304544778993924,0.023969423355703852,Medium
0.23676028847694397,-0.014814094514997185,0.024083478562240114,Medium
0.24029378592967987,0.014814094514997277,0.024003143383136877,Medium
0.24206124246120453,0.007328479388948695,0.022334244615549722,Medium
0.2385270744562149,-0.014707938543806507,0.021924626897963068,Medium
0.24382810294628143,0.021980657279323444,0.019754343638228773,Medium
0.24912835657596588,0.02150477100576996,0.019278565264714363,Medium
0.25001171231269836,0.003539514112478625,0.01912793541872197,Medium
0.25972980260849,0.038134103899028805,0.020236252574360427,Medium
0.2606131434440613,0.0033952288229809743,0.02023585608491713,Medium
0.25884637236595154,-0.006802369913480466,0.01857509874139584,Medium
0.2606131434440613,0.006802369913480476,0.01846192093605302,Medium
0.26149630546569824,0.00338305642926773,0.01811937003267558,Medium
0.25972980260849,-0.006778285252248634,0.01819919758371487,Medium
0.28446581959724426,0.09097123442087776,0.024111500632704532,Medium
0.29948410391807556,0.05144823641265454,0.02541232935312271,Medium
0.2924169898033142,-0.023880509898098968,0.025874920907562823,Medium
0.2941837012767792,0.006023575635672544,0.025760810437963286,Medium
0.2879992425441742,-0.02124655640824599,0.024531218953247228,Medium
0.2986006736755371,0.036149291138662464,0.02493851018482458,Medium
0.2986006736755371,0.0,0.02437356244767838,Medium
0.29683393239974976,-0.005934308965445036,0.02434642154491005,Medium
0.29153355956077576,-0.0180177059486601,0.024727610692553137,Medium
0.29065021872520447,-0.0030345796168978834,0.024660800045360313,Medium
0.28446581959724426,-0.021507442349641324,0.02515507087900122,Medium
0.28446581959724426,0.0,0.02497445158118273,Medium
0.2950670123100281,0.036589386580230705,0.025454454540438,Medium
0.29153355956077576,-0.012047364613691465,0.02565408023006023,Medium
0.28446581959724426,-0.024542021966539245,0.025412280498802196,Medium
0.28181567788124084,-0.009359871637691333,0.02557794678660892,Medium
0.29065021872520447,0.030867313987332688,0.02581221490317764,Medium
0.29153355956077576,0.0030345796168978526,0.025511717589080794,Medium
0.3003673553466797,0.029851117065894522,0.025817702053376114,Medium
0.30566850304603577,0.017494947986515415,0.025882853282829268,Medium
0.3092019259929657,0.011493354294620693,0.025537730851615877,Medium
0.30566850304603577,-0.01149335429462073,0.025666172126403226,Medium
0.30566850304603577,0.0,0.025562639959070425,Medium
0.28446581959724426,-0.07188808701894937,0.029328242448442034,High
0.28446581959724426,0.0,0.028629479560850397,High
0.28093236684799194,-0.012499151345357545,0.028769261304990468,High
0.27386435866355896,-0.025481010549434507,0.02917681550775537,High
0.27386435866355896,0.0,0.02916367118255317,High
0.2747478187084198,0.003220711624627522,0.029163354188200426,High
0.27651453018188477,0.006409715902839606,0.02913134082098718,High
0.2782822251319885,0.00637242707360044,0.023845676876565906,Medium
0.2800489366054535,0.0063285644472001554,0.021773945051718115,Medium
